Code,Parent,Name_en
"37101008","26420","Head press officer"
"37101010","26420","Newspaper correspondent"
"37101012","26420","Sports journalist"
"37101014","26420","Reporter/journalist"
"37101016","26410","Scientific editor"
"37101017","26420","Radio editor"
"37101022","26420","Press correspondent"
"37101024","26420","Chief editor"
"37101025","26420","Publicist"
"37101027","26420","Editor"
"37101028","26420","Reporter"
"37101029","26420","Picture editor"
"37101031","26420","Columnist"
"37101032","26420","Radio reporter"
"37101034","26420","Telecaster (television journalist)"
"37101038","26420","Editorial staff member"
"37101039","44190","Editorial assistant"
"37101042","26420","Journalist (professional register)"
"37101044","26420","Music editor"
"37101045","26420","Press officer"
"37101046","26420","Journalist/editor"
"37101048","26420","Business journalist"
"37101049","26420","Business editor"
"37101050","26420","Scientific journalist"
"37101051","26420","News editor"
"37101052","24310","Communication officer"
"37101053","26420","Cultural editor"
"37101054","26420","Online news editor"
"37101055","26420","Managing editor"
"37101059","26420","Video journalist"
"37101060","26410","Medical writer"
"37101061","26420","Financial reporter"
"37102001","44130","Printing corrector (letterpress)"
"37102002","44130","Proofreader"
"37102003","44130","Newspaper corrector"
"37102005","44130","Proofreading assistant"
"37102006","44130","Letterpress proofreader"
"37102007","44130","Editor (lector)"
"37102008","44130","Reader (editor at a publishing house)"
"37103001","26430","Interpreter"
"37103002","26430","Translator"
"37103004","26430","Translation assistant"
"37103005","26430","Technical translator"
"37103006","26430","Conference interpreter"
"37103008","26430","Interpreter-translator"
"37103013","26430","Liaison interpreter"
"37103016","26430","Sign-language interpreter"
"37103019","26430","Specialist translator"
"37103020","26430","Court interpreter"
"37103021","26430","Literary translator"
"37103022","26430","Medical translator"
"37103023","26430","Simultaneous interpreter"
"37103024","26430","Consecutive interpreter"
"37103025","26430","Braille interpreter"
"37103026","26430","Braille translator"
"37103027","26430","Telephone interpreter"
"37103028","26430","Translator at a publishing house"
"37103029","26430","Business translator"
"37103031","26430","Tv interpreter"
"37103032","26430","Film translator"
"37103033","26430","Guide interpreter"
"37103035","26430","Business interpreter"
"37103039","26430","Intercultural interpreter"
"37104001","26410","Person of letters"
"37104002","26410","Short-story writer"
"37104003","26420","News coordinator"
"37104004","26540","Media producer"
"37104005","26410","Writer"
"37104006","26410","Author"
"37104007","26420","Head of information"
"37104008","26410","Chronicler"
"37104010","26410","Lyricist"
"37104011","26410","Poet"
"37104014","26420","Art critic"
"37104015","26410","Screenwriter"
"37104016","26410","Novelist"
"37104017","26420","Literary critic"
"37104018","26420","Music critic"
"37104019","26410","Rewriter"
"37104025","26410","Copywriter"
"37104026","26410","Librettist"
"37104027","26420","Press consultant"
"37104029","26410","Memoirist"
"37104030","24320","Press spokesperson"
"37201001","34230","Toy librarian"
"37201002","13490","Library manager"
"37201003","26220","Scientific librarian"
"37201004","26220","Media center librarian"
"37201005","26220","Librarian"
"37201006","26220","Music librarian"
"37201007","26220","Magnetic tape librarian"
"37201008","26220","Gramophone record librarian"
"37201010","26220","Video (rental) librarian"
"37201012","13490","Sound archive librarian"
"37202001","26210","Institutional archivist"
"37202002","13490","State archivist"
"37202003","13490","Chief archivist"
"37202004","26220","Documentation manager"
"37202005","26210","Archivist"
"37202006","26220","Documentalist"
"37202011","44150","Information and documentation assistant"
"37202026","32520","Medical coder"
"37203001","26210","Museum curator"
"37203005","26210","Heritage curator"
"37203006","26210","Museologist"
"37203007","13490","Museum administrator"
"37203009","26210","Conservator (museum)"
"37203011","34330","Museum employee"
"37203014","34330","Museum technician"
"37301002","34350","Make-up artist (theatre/film)"
"37301003","34350","Stage technician"
"37301004","34350","Theatrical equipment operator"
"37301005","75310","Costume designer (theatre/film)"
"37301009","34320","Stage decoration painter"
"37301010","34350","Stage manager"
"37301012","34320","Scene decorator/painter"
"37301013","34320","Stage designer"
"37301014","34320","Scenic painter"
"37301016","34320","Stage designer/stagehand"
"37301017","34350","Property master"
"37301018","34350","Wardrobe master"
"37301027","34320","Theatre painter"
"37301028","34350","Fly tower technician (theatre)"
"37302001","26540","Stage director"
"37302002","26540","Assistant director (tv/radio/film)"
"37302004","26540","Film director"
"37302006","26540","Creative producer (tv/radio/film)"
"37302007","26540","Film producer"
"37302013","26540","Broadcasting executive"
"37302017","26540","Filmmaker"
"37302021","26540","Dramatic adviser"
"37302022","34350","Production assistant (tv/radio/film)"
"37302024","26540","Director (tv/radio/film)"
"37302025","14310","Artistic and business director (tv/radio/film) | Artistic and business director (tv/radio/fil"
"37302026","26540","Film maker"
"37302031","35210","Sound director"
"37302032","26540","Programme designer"
"37302035","35210","Musical director"
"37302036","35210","Visual director"
"37302038","26540","Head of film production"
"37302040","26540","Documentary film director"
"37302042","26540","Répétiteur (rehearsal pianist)"
"37302043","26540","Music producer"
"37302044","26540","Television director (producer)"
"37302048","26540","Theatre practitioner"
"37302052","26540","Documentary filmmaker"
"37303003","35210","Sound assistant"
"37303006","35210","Sound designer"
"37303007","35210","Sound mixer"
"37303008","35210","Sound operator"
"37303010","35210","Sound technician"
"37303011","35210","Sound editor"
"37304001","35210","Film technician"
"37304006","26540","Production manager (tv/radio/film)"
"37304007","35210","Television cameraman | Television camerawoman"
"37304008","35210","Chief cameraman | Chief camerawoman"
"37304009","35210","Vision mixer"
"37304010","35210","Camera control operator"
"37304011","35210","Vision technician"
"37304012","35210","Camera technician"
"37304013","35210","Camera assistant"
"37304014","35210","Cameraman | Camerawoman"
"37304015","35210","Film cameraman | Film camerawoman"
"37304017","26540","Production manager (tv)"
"37304020","35210","Visualizer"
"37305001","34310","Photographer"
"37305007","34310","Art photographer"
"37305011","34310","Fashion photographer"
"37305012","34310","Press photographer"
"37305014","34310","Industrial photographer"
"37305016","34310","Advertising photographer"
"37305017","34310","Scientific photographer"
"37305023","34310","Studio photographer"
"37305024","34310","Portrait photographer"
"37305025","34310","Medical photographer"
"37305029","34310","Animal photographer"
"37305030","34310","Museum photographer"
"37305031","34310","Theatre photographer"
"37305032","34310","Sport photographer"
"37306002","35210","Film projectionist"
"37306003","34350","Scriptgirl/scriptboy | Scriptgirl"
"37306005","35210","Cutter (film)"
"37306009","35210","Production technician (film)"
"37306010","35210","Film cutter"
"37306016","34350","Stage lighting technician"
"37306020","34350","Lighting technician"
"37306023","34350","Lighting engineer"
"37306026","34350","Stage lighter"
"37306027","34350","Lighting technician, tv"
"37306030","26560","Radio commentator"
"37306033","35210","Audio video specialist"
"37306039","26560","Radio announcer"
"37306043","34350","Prompter"
"37306047","26560","Tv announcer"
"37306053","26560","Radio broadcaster"
"37306054","26560","Telecaster"
"37306059","26560","Host (radio/tv)"
"37306062","26560","Host (radio)"
"37306067","35210","Holograph"
"37306072","35210","Video editor"
"37306075","35210","Audio editor"
"38101001","26520","Bandmaster"
"38101003","26520","Piano player"
"38101004","26520","Choirmaster"
"38101006","26520","Composer (music)"
"38101008","26520","Instrumentalist"
"38101009","26520","Concertmaster"
"38101010","26520","Cantor"
"38101012","26520","Hammond organist"
"38101013","26520","Chamber musician"
"38101015","26520","Folk musician"
"38101017","26520","Orchestral musician"
"38101019","26520","Concert musician"
"38101020","26520","Jazz musician"
"38101021","26520","Professional musician"
"38101022","26520","Organist"
"38101023","26520","Bar pianist"
"38101024","26520","Cellist"
"38101029","26520","Viola player"
"38101031","26520","Musician"
"38101032","26520","Choir director"
"38101033","26520","Church musician"
"38101036","26520","Pianist"
"38101038","26520","Accordion player"
"38101039","26520","Opera composer"
"38101040","26520","Conductor (music)"
"38101041","26520","Bass player"
"38101042","26520","Accordionist"
"38101043","26520","Melodist"
"38101044","26520","Clarinet player"
"38101045","26520","Harpsichord player"
"38101046","26520","Flute player"
"38101047","26520","Violinist"
"38101048","26520","Guitarist"
"38101049","26520","Harp player / harpist"
"38101050","26520","Oboe player/oboist"
"38101051","26520","Percussionist"
"38101052","26520","Saxophonist"
"38101053","26520","Trumpeter"
"38101054","26520","Trombone player"
"38101055","26520","Horn blower"
"38101056","26520","Hornist"
"38101057","26520","French horn player"
"38101058","26520","Jazz player"
"38101059","26520","Vibraphonist"
"38101060","26520","Tuba player"
"38101061","26520","Bassoonist"
"38101063","26520","Trumpet player"
"38101065","26520","Contrabassist"
"38101066","26520","Soloist"
"38101069","26520","Rhythmist"
"38101070","26520","Harpist"
"38101072","26520","Double-bass player"
"38101074","26520","Flautist"
"38101075","26520","Jazz pianist"
"38101076","26520","Clarinettist"
"38101077","26520","Lute player"
"38101078","26520","Oboist"
"38101079","26520","Cathedral organist"
"38101080","26520","Trombonist"
"38101081","26520","Studio musician"
"38101082","26520","Drummer"
"38101083","26520","Jazz trumpeter"
"38101084","26520","Plucked instruments player"
"38101085","26520","Wind instruments player"
"38101087","26520","Orchestra conductor"
"38101088","26520","Bandleader"
"38101090","26520","Rock musician"
"38101091","26520","Panflute player"
"38101093","26520","Concert pianist"
"38102003","26520","Contralto"
"38102005","26520","Singer"
"38102006","26520","Opera singer"
"38102007","26520","Baritone"
"38102008","26520","Bass-baritone"
"38102009","26520","Operetta singer"
"38102010","26520","Concert singer"
"38102013","26520","Chorister (choir singer)"
"38102014","26520","Tenor"
"38102015","26520","Mezzo-soprano"
"38102016","26520","Soprano"
"38102017","26520","Solo singer"
"38102019","26550","Soubrette"
"38102020","26520","Bass singer"
"38102021","26520","Jazz singer"
"38102022","26520","Yodeller"
"38201001","26550","Film actor | Film actress"
"38201002","26550","Actor | Actress"
"38201006","26550","Cabaret artist"
"38201008","26550","Stage actor | Stage actress"
"38201009","26550","Television actor | Television actress"
"38201010","26550","Stage artist"
"38201015","34350","Stage extra"
"38201016","26550","Actor/choreographer"
"38201017","26550","Impressionist"
"38201018","26550","Film extra"
"38201021","26550","Comedian"
"38202001","23550","Dancing instructor"
"38202002","26530","Ballet dancer"
"38202003","26530","Dancer"
"38202008","23550","Ballet teacher"
"38202009","26530","Choreographer"
"38202011","23550","Dancing teacher"
"38202012","23550","Dancing master"
"38202013","26530","Choreologist"
"38202014","26530","Expressive dancer"
"38202015","23550","Expressive dance teacher"
"38202016","23550","Folk dance teacher"
"38202017","26530","Free dancer"
"38202018","23550","Dancing teacher, historical dance"
"38202019","26530","Folk dancer"
"38202020","23550","Jazz dance teacher"
"38202021","26530","Jazz dancer"
"38202022","26530","Revue dancer"
"38202023","23550","Dancing teacher, modern dance"
"38202024","26530","Solo dancer"
"38202025","23550","Mime show dance teacher"
"38202026","26530","Modern dancer"
"38202027","26530","Leading dancer"
"38202028","26530","Ballerino/ballerina | Ballerina"
"38202029","23550","Ballet master"
"38202030","13450","Dance school head"
"38202032","23550","Eurythmy teacher"
"38202033","26590","Eurythmist"
"38202035","26530","Stage dancer"
"38202036","26530","Flamenco dancer"
"38202037","23550","Flamenco teacher"
"38202039","26530","Classical dancer"
"38203001","26590","Artist (show)"
"38203003","26590","Circus artist"
"38203004","26590","Acrobat"
"38203005","26590","Circus performer"
"38203006","26590","Variety artist"
"38203012","26590","Juggler (artist)"
"38203013","26590","Trapeze artist"
"38204003","52410","Mannequin"
"38204006","52410","Photographic model"
"38204007","75300","Dresser"
"38204008","52410","Cover girl/cover boy | Cover girl"
"38204009","52410","Model"
"38205001","26550","Narrator"
"38205002","26550","Reciter"
"38205003","26550","Mime/pantomime dancer"
"38205004","26590","Conjurer"
"38205005","26590","Clown"
"38205006","26550","Mime"
"38205007","26590","Magician"
"38205008","26550","Fairytale storyteller"
"38205009","26590","Disc jockey"
"38205010","26590","Fakir"
"38205011","26590","Organ grinder"
"38205012","26590","Puppet master"
"38205013","26590","Buffoon"
"38205014","26590","Animal tamer"
"38205015","26590","Illusionist"
"38205017","26550","Mime artist"
"38205018","26590","Ventriloquist"
"38205020","26590","Mind reader"
"38205021","23100","Emcee"
"38205023","26590","Prestidigitator"
"38205024","26590","Master of ceremonies"
"38205025","26590","Entertainer"
"38205026","26590","Memory artist"
"38205027","26590","Puppeteer"
"38205030","51610","Palmist"
"38205031","51610","Clairvoyant"
"38205033","26590","Hypnotist"
"38205036","51610","Fortune-teller"
"38205037","26590","Mathematical wizard"
"38205040","26590","Circus clown"
"38205042","26590","Humorist"
"38205044","26590","Showmaster"
"38205047","26590","Shadow player"
"38301001","26510","Sculptor | Sculptress"
"38301002","26510","Stone sculptor | Stone sculptress"
"38301010","26510","Gravestone sculptor | Gravestone sculptress"
"38301011","26510","Marble sculptor | Marble sculptress"
"38302002","26510","Portrait painter | Portrait paintress"
"38302006","26510","Landscape painter | Landscape paintress"
"38302007","26510","Portrayer"
"38302014","21660","Advertising artist"
"38302016","26510","Fresco painter | Fresco paintress"
"38302018","26510","Designer of animated cartoons"
"38302019","26510","Painter (artist) | Paintress (artist)"
"38302020","26510","Medical illustrator"
"38302021","26510","Caricaturist"
"38302022","26510","Watercolourist"
"38302026","21660","Illustrator"
"38302034","26510","Animal painter | Animal paintress"
"38302038","73160","Silk painter"
"38302045","21660","Scientific draughtsman | Scientific draughtswoman"
"38302047","26510","Airbrusher"
"38302048","21660","Scientific illustrator"
"38303001","21660","Visual designer"
"38303002","21660","Graphic artist"
"38303006","21660","Advertising graphic designer"
"38303007","21660","Industrial graphic designer"
"38303012","21660","Graphic designer"
"38303015","73160","Poster painter | Poster paintress"
"38303017","21660","Poster artist"
"38303022","73160","Sign painter | Sign paintress"
"38303023","73160","Sign writer"
"38303037","21660","Graphic illustrator"
"38303041","21660","Digital artist"
"38304005","21630","Fashion illustrator"
"38304010","21630","Fashion styler"
"38304030","21630","Designer"
"38304034","21630","Assistant designer"
"38304047","75320","Modeler"
"38304051","21630","Textile designer"
"38304057","21630","Art designer"
"38304061","21660","Electronic designer"
"38304068","21630","Product designer"
"38304072","24310","Corporate design manager"
"38304077","21630","Bachelor in industrial arts"
"38304079","21630","Jewellery designer"
"38304080","21630","Watch designer"
"38304081","21630","Jewelry designer"
"38304084","21630","Packaging designer"
"38304085","21630","Leather designer"
"38304094","21630","Fashion designer"
"38305001","34350","Tattooist"
"38305009","26510","Calligrapher"
"38305016","21630","Colour and style consultant"
"38305017","34350","Body piercer"
"38305019","21660","Media artist"
"38401001","73130","Jewellery burnisher"
"38401005","73130","Goldsmith"
"38401016","73130","Silversmith"
"38401022","73130","Polisher (jewellery)"
"38402003","73130","Diamond cutter"
"38402004","73130","Gold engraver"
"38402006","73130","Guillocheur"
"38402007","73130","Gemstone cutter"
"38402019","73130","Jewellery engraver"
"38402052","73130","Stonesetter (gems)"
"38402077","73130","Setter (jewellery)"
"38403013","73170","Wood sculptor"
"38403014","73170","Wood carver"
"38404001","73140","Ceramist"
"38404002","73140","Potter"
"38404009","73140","Ceramic artist"
"38405005","73160","Glass painter | Glass paintress"
"38405019","73160","Decorative painter (ceramic, glass)"
"38405020","73160","Church window painter | Church window paintress"
"38405025","73160","Ceramics painter | Ceramics paintress"
"38405030","73160","Stained-glass artist"
"38405033","73160","Glass painter"
"38406001","73120","Piano maker"
"38406003","73120","Brass instrument maker"
"38406004","73120","Organ builder"
"38406005","73120","Wind instrument maker"
"38406006","73120","Violin-maker"
"38406008","73120","Brass instrument repairer"
"38406009","73120","Piano tuner"
"38406013","73120","Button accordion tuner"
"38406015","73120","Musical instrument tuner"
"38406016","73120","Button accordion maker"
"38406017","73120","Accordion maker"
"38406018","73120","Violin bow maker"
"38406020","73120","Bowed instrument maker"
"38406021","73120","Wind instrument builder"
"38406022","73120","Drum kit manufacturer"
"38406023","73120","Flute maker"
"38406024","73120","Block flute/recorder maker"
"38406025","73120","Drum builder"
"38406026","73120","Trumpet manufacturer"
"38406027","73120","Organ pipe maker"
"38406028","73120","Luthier"
"38406029","73120","Harmonium builder"
"38406032","73120","Button accordion repairer"
"38406033","73120","Stringed instrument repairer"
"38406034","73120","Piano repairer"
"38406037","73120","Accordion builder"
"38406039","73120","Harpsichord manufacturer"
"38406042","73120","Brass instrument builder"
"38406044","73120","Piano builder"
"38406045","73120","Musical instrument repairer"
"38406047","73120","Musical instrument manufacturer"
"38406048","73120","Grand piano builder"
"38406053","73120","Tin whistle maker"
"38406056","73120","Harp maker"
"38406057","73120","Trombone manufacturer"
"38406058","73120","Clarinet maker"
"38406059","73120","Oboe maker"
"38406060","73120","Cello manufacturer"
"38406061","73120","Plucked instrument builder"
"38406062","73120","Woodwind instrument maker"
"38406063","73120","Guitar maker"
"38406064","73120","Transverse flute manufacturer"
"38406065","73120","Saxophone manufacturer"
"38406067","73120","Zither manufacturer"
"38406068","73120","Dulcimer maker"
"38406069","73120","Accordion tuner"
"38406071","73120","Block flute/recorder manufacturer"
"38406072","73120","Panflute maker"
"38407002","34320","Decorator"
"38407003","34320","Window decorator"
"38407008","34320","Furniture decorator"
"38407009","34320","Exhibition designer"
"38407010","34320","Windowdresser"
"38407013","71310","Decorative painter"
"38407025","71310","Ornamental painter"
"38408001","73180","Textile restorer"
"38408003","73100","Art restorer"
"38408004","26510","PICTure restorer | Picture restorer"
"38408007","75220","Furniture restorer"
"38408008","73190","Antique restorer"
"38408012","73230","Book restorer"
"38408013","26510","Painting restorer"
"38408015","73140","Ceramic restorer"
"38408017","73100","Restorer (artisan-craftsman) | Restorer (artisan-craftswoman)"
"38408021","26510","Fresco restorer"
"38408022","73120","Musical instrument restorer"
"38408023","73180","Doll restorer"
"38408024","73230","Writings restorer"
"38409001","34320","Kitchen planner"
"38409002","34320","Residential advisor"
"38409005","34320","Interior decorator"
"38409007","34320","Interior designer"
"38409010","34320","Home decorating consultant"
"38409012","34320","Interior outfitter"
"38409013","21610","Interior architect"
"38409014","34320","Interior advisor"
"38409016","34320","Spatial artist"
"38409017","34320","Interior creator"
"38409019","34320","Interior fittings advisor"
"38409032","34320","Exhibition advisor"
"38409033","34320","Lighting consultant"
"38409042","75330","Home textiles designer"
"38409045","33220","Carpet consultant"
"38409046","34320","Carpet specialist"
"38409047","34320","Carpet expert"
"38410006","73100","Artisan/craftsman | Artisan/craftswoman"
"38410009","72110","Decorative caster"
"38410019","72210","Decorative locksmith"
"38410020","72210","Ornamental blacksmith"
"38410021","72210","Ornamental metalworker"
"39101001","14110","Landlord (public house) | Landlady (public house)"
"39101003","14110","Hotelier"
"39101005","14120","Lunchroom manager"
"39101006","14120","Cafeteria manager"
"39101008","14120","Restaurant owner"
"39101010","14110","Boardinghouse keeper"
"39101011","14110","Hospitality manager"
"39101015","14120","Innkeeper"
"39101029","14120","Canteen manager"
"39101031","14110","Motel keeper"
"39101035","14120","Tea room owner"
"39101036","14110","Tavern keeper"
"39101037","14110","Guesthouse keeper"
"39101051","14120","Cafe/restaurant owner"
"39101066","14120","Refreshment bar keeper"
"39101076","14120","Disco manager"
"39101077","14110","Bachelor of hotel administration"
"39101083","14120","Banquet manager"
"39102001","91120","Hotel porter"
"39102002","42260","Receptionist"
"39102005","91120","Night porter"
"39102007","42240","Receptionist (hotel)"
"39102012","42240","Concierge (hotel)"
"39102014","42260","Head receptionist"
"39102019","42260","Reception secretary"
"39102020","42260","Desk clerk"
"39102027","42240","Hotel receptionist"
"39103002","51320","Barman"
"39103003","51320","Bartender | Barmaid"
"39103006","51311","Head waiter | Head waitress"
"39103010","51312","Commis de rang"
"39103012","51313","Room waiter | Room waitress"
"39103014","51312","Wine waiter | Wine waitress"
"39103016","51312","Sommelier | Sommelière"
"39103017","51312","Server (waiter) | Server (waitress)"
"39103026","51311","Chef de rang"
"39103027","51311","Chef de service"
"39103034","51313","Beer waiter | Beer waitress"
"39103035","51313","Buffet waiter | Buffet waitress"
"39103039","51320","Barkeeper"
"39103043","51320","Cocktail waiter/mixologist | Cocktail waitress/mixologist"
"39103046","51313","Boy waiter"
"39103056","51313","Tapster"
"39103057","51311","Master sommelier"
"39103060","51311","Head waiter"
"39103063","51312","Beer sommelier"
"39103064","51312","Sommelier"
"39104001","91120","Valet (hotel)"
"39104002","91120","Bellboy/chambermaid | Chambermaid"
"39104003","51511","Floor leader (hotel)"
"39104004","51511","Governess"
"39104005","51511","Floor governess (hotel)"
"39104007","51511","Governess (hotel)"
"39104011","51511","Governess (boarding house)"
"39104014","51511","Laundry governess"
"39104019","91120","Chamberboy / chambermaid (hotel) | Chambermaid (hotel)"
"39105001","51200","Cook"
"39105002","51200","Saucier"
"39105007","94122","Kitchen helper"
"39105011","51200","Dietary cook"
"39105017","94110","Pizzaiolo"
"39105020","94122","Kitchen assistant"
"39105021","94122","Kitchen aid"
"39105027","51200","Diet cook"
"39105029","51200","Hospital cook"
"39105030","34340","Chef cook"
"39105032","94121","Kitchen ancillary"
"39105034","94122","Kitchen help"
"39105039","51200","Ship's cook"
"39105040","51200","Canteen cook"
"39105041","94122","Kitchen porter/dish washer"
"39105043","34340","Head cook"
"39105048","51200","Dining car cook"
"39105050","51200","Sole chef"
"39105062","51200","Station chef"
"39105063","51200","Sauce chef"
"39105070","34340","Chef"
"39105077","51200","Vegetarian cook"
"39106001","51313","Railsteward | Railstewardess"
"39106010","14120","Food and beverage manager"
"39106053","51312","Catering assistant"
"39106059","51312","Food and beverage assistant"
"39106060","51320","Bar manager"
"39106061","91120","Bellman"
"39106063","42240","Night auditor"
"39106071","51313","Dining car steward | Dining car stewardess"
"39201002","34120","Rural housekeeping advisor"
"39201007","51511","Head of housekeeping"
"39201009","51511","Hospital governess"
"39201010","34120","Housekeeping inspector"
"39201011","34120","Housekeeping advisor"
"39201017","51511","Governess in a collective household"
"39201021","51511","Housekeeping manager"
"39201022","51511","Household manager"
"39202014","91110","Home help"
"39202021","91110","Domestic help"
"39202022","91110","Domestic aid"
"39202029","51511","Butler"
"39202036","91110","Domestic servant"
"39202042","53110","Au pair (male)/au pair (girl) | Au pair (girl)"
"39202045","51520","Private domestic servant"
"41101001","81570","Dry-cleaner"
"41101012","81570","Clothes cleaner"
"41101015","81570","Textiles carer"
"41101018","81570","Destainer"
"41102001","91210","Hand presser"
"41102003","91210","Clothing presser"
"41102019","51511","Linen room manager"
"41102024","51511","Laundry manager"
"41102025","91210","Launderer"
"41103006","91230","Window cleaner"
"41103008","91120","Apartment cleaner"
"41103009","91120","House cleaner"
"41103010","51530","Building cleaner"
"41103011","91120","Office cleaner"
"41103013","91120","Charlady"
"41103015","91120","Cleaner/cleaning lady | Cleaning lady"
"41103017","91120","Cleaner"
"41103022","51530","Caretaker"
"41103024","51530","Janitor"
"41103027","51530","Building caretaker"
"41103030","51530","School caretaker"
"41103037","42260","Porter"
"41103054","51530","School janitor"
"41103060","42260","Doorman | Doorwoman"
"41103068","51530","Greenkeeper"
"41104001","71330","Chimney sweep"
"41104003","71330","Chimney sweeper"
"41104005","13232","Master chimney sweep"
"41105004","95100","Shoe cleaner"
"41105010","91290","Carpet cleaner"
"41105025","91290","Machine cleaner"
"41201015","51630","Undertaker"
"41201016","51630","Mortician"
"41202005","96100","Waste disposer"
"41202006","96120","Waste recycling specialist"
"41202007","96120","Waste manager"
"41202026","96110","Secondhand goods dealer"
"41202032","31320","Sewage works operator"
"41202037","96120","Recyclist"
"41203004","75440","Disinfector"
"41203012","96130","Flusher"
"41203013","96130","Ditch cleaner"
"41203014","75440","Pest controller"
"41203019","32570","Hygiene inspector"
"41203020","96120","Renderer"
"41203022","32570","Work hygienist"
"41203023","75440","Vermin exterminator"
"41301001","51410","Hairdresser"
"41301008","51410","Coiffeur"
"41301010","51410","Barber"
"41301034","51410","Hairstylist"
"41301035","51410","Hair designer"
"41302001","51420","Cosmetician"
"41302003","51420","Beautician"
"41302004","51420","Beauty manager"
"41302007","51420","Make-up artist"
"41302015","51420","Beauty advisor"
"41302016","51420","Linergist"
"41302017","51420","Make-up specialist"
"41302019","51420","Beauty consultant"
"41303001","51420","Pedicurist"
"41303003","32550","Podiatrist"
"41303004","51420","Manicurist"
"41303008","32550","Podologist"
"41303009","51420","Nail cosmetician"
"41303010","51420","Nail stylist"
"41303011","51420","Nail designer"
"42101001","22100","Physician"
"42101002","22120","Cardiologist"
"42101003","22120","Facial surgeon"
"42101005","22120","Anaesthetist"
"42101006","22120","Renal specialist"
"42101007","22120","Hand surgeon"
"42101009","22120","Endocrinologist"
"42101010","22120","Gastroenterologist"
"42101011","22120","Pulmonologist"
"42101012","22120","Rheumatologist"
"42101013","22120","Nuclear medicine specialist"
"42101014","22120","Neuropaediatrician"
"42101015","22120","Radiation oncologist"
"42101016","22120","Radiodiagnostician"
"42101017","22120","Neuropsychiatrist"
"42101020","22120","Hospital doctor"
"42101021","22110","Country doctor"
"42101024","22120","Chief physician"
"42101025","22110","School physician"
"42101026","22120","Specialist medical practitioner"
"42101027","22120","Specialist physician (internal medicine)"
"42101028","22120","Senior physician"
"42101030","22120","Spa doctor"
"42101031","22120","Oculist"
"42101032","22120","Ophthalmologist"
"42101034","22120","Anaesthesiologist"
"42101045","22120","Children's doctor"
"42101047","22120","Clinician"
"42101048","22120","Radiologist"
"42101049","22120","Immunologist"
"42101050","21310","Cancer researcher"
"42101053","22120","Internist"
"42101054","22110","Generalist medical practitioner"
"42101055","22120","Surgeon"
"42101057","22120","Occupational physician"
"42101059","22120","Ear-nose-throat doctor"
"42101060","22120","Child psychiatrist"
"42101061","22120","Child and adolescent psychiatrist"
"42101062","22120","Psychiatrist"
"42101063","22120","Paediatric surgeon"
"42101064","22120","Orthopaedic surgeon"
"42101065","22120","Surgeon (plastic surgery)"
"42101066","22120","Medical specialist for tropical diseases"
"42101067","22120","Doctor of preventive medicine"
"42101068","22120","Urologist"
"42101071","22120","Paediatrician"
"42101072","22120","Pathologist"
"42101073","22120","Forensic physician"
"42101076","22120","Neurosurgeon"
"42101077","22120","Otologist"
"42101078","22120","Aids epidemiologist"
"42101080","22120","Epidemiologist"
"42101081","22120","Aviation physician"
"42101082","22120","Physiologist"
"42101083","13420","Head of outpatient clinic"
"42101084","22120","Gerontologist"
"42101085","22120","Leprosy specialist"
"42101086","22120","Traumatologist"
"42101087","22120","Balneologist"
"42101089","22120","Dermatologist"
"42101090","22120","Gynaecologist"
"42101091","22120","Occupational health practitioner"
"42101092","22120","Neurologist"
"42101093","22120","Allergologist"
"42101094","22120","Specialist physician"
"42101095","22120","Facial plastic surgeon"
"42101096","22120","Cytopathologist"
"42101097","22120","Haematologist"
"42101099","22120","Oncologist"
"42101100","22120","Respiratory physician"
"42101102","22120","Physician of radiodiagnostic"
"42101103","22120","Venereologist"
"42101104","22120","Eye specialist"
"42101107","22100","Dr. med."
"42101109","22120","Allergist"
"42101110","22120","Herpes specialist"
"42101111","22120","Casualty surgeon"
"42101112","22120","Osteologist"
"42101113","21310","Clinical research manager"
"42101114","21310","Clinical research scientist"
"42101115","22120","Angiologist"
"42101116","22690","Clinical ethicist"
"42101118","22300","Physician of traditional chinese medicine"
"42101119","21310","Clinical research associate"
"42101120","22120","Emergency medicine specialist"
"42101121","21310","Biomedical physician"
"42101122","22120","Osteopathic medicine specialist"
"42101123","22120","Plastic surgeon"
"42101124","22120","Cosmetic surgeon"
"42101126","22120","Company medical officer"
"42101127","22120","Sports physician"
"42101128","22120","Tropical doctor"
"42101129","22120","Coroner"
"42101130","32120","Histopathologist"
"42101131","22120","Andrologist"
"42101132","22120","Proctologist"
"42101133","22120","Nephrologist"
"42101134","22120","Neuropathologist"
"42101135","22120","Emergency physician"
"42101137","22110","Staff doctor"
"42101138","22120","Phlebologist"
"42101139","22120","Electrophysiologist"
"42101140","22120","Heart surgeon"
"42101141","22120","Somnologist"
"42101142","22120","Diving medicine physician"
"42101143","22120","Hyperbaric medicine physician"
"42101147","22100","Master of medicine"
"42101152","22110","Bachelor of medicine"
"42102001","42260","Doctor's receptionist"
"42102002","32560","Doctor's assistant"
"42102007","32560","Medical assistant"
"42103003","22620","Dispensing chemist"
"42103005","22620","Pharmacist"
"42103007","22620","Dr. pharm."
"42103012","22620","Hospital pharmacist"
"42103013","22620","Industrial pharmacist"
"42103014","22620","Laboratory pharmacist"
"42103017","22620","Apothecary"
"42103018","21310","Pharmacologist"
